chebiId	cid	cmpdType	nsc
CHEBI:2687	2179	standardized	249992,156303,141549
CHEBI:26889	14537	standardized	29027
CHEBI:2691	8053	standardized	7903
CHEBI:26945	NA	NA	NA
CHEBI:26948	NA	NA	NA
CHEBI:26961	NA	NA	NA
CHEBI:2696	167551	standardized	623096,229596,333857
CHEBI:26987	NA	NA	NA
CHEBI:2700	NA	NA	NA
CHEBI:2704	2187	standardized	719344,759855
CHEBI:27091	NA	NA	NA
CHEBI:270995	NA	NA	NA
CHEBI:2710	10634	standardized	12163
CHEBI:271436	7902	standardized	2652
CHEBI:2718	NA	NA	NA
CHEBI:27283	NA	NA	NA
CHEBI:27292	27492	standardized	133266
CHEBI:27338	NA	NA	NA
CHEBI:273574	NA	NA	NA
CHEBI:27364	NA	NA	NA
CHEBI:27373	131204	standardized	302962
CHEBI:27375	NA	NA	NA
CHEBI:27379	NA	NA	NA
CHEBI:27384	NA	NA	NA
CHEBI:27385	5943	standardized	97063
CHEBI:27388	NA	NA	NA
CHEBI:27389	NA	NA	NA
CHEBI:27391	NA	NA	NA
CHEBI:27393	NA	NA	NA
CHEBI:27397	NA	NA	NA
CHEBI:27398	NA	NA	NA
CHEBI:27399	13878	standardized	13909,NA
CHEBI:2739	NA	NA	NA
CHEBI:27402	NA	NA	NA
CHEBI:27403	NA	NA	NA
CHEBI:27404	NA	NA	NA
CHEBI:27406	NA	NA	NA
CHEBI:27410	NA	NA	NA
CHEBI:27413	1647	standardized	40641
CHEBI:27418	8530	standardized	9583
CHEBI:27421	NA	NA	NA
CHEBI:27424	NA	NA	NA
CHEBI:27428	NA	NA	NA
CHEBI:27432	5280934	standardized	2042
CHEBI:27435	NA	NA	NA
CHEBI:27436	6010	standardized	9701,139965
CHEBI:27438	NA	NA	NA
CHEBI:27445	NA	NA	NA
CHEBI:27446	NA	NA	NA
CHEBI:27452	7501	standardized	62785
CHEBI:27453	NA	NA	NA
CHEBI:27458	NA	NA	NA
CHEBI:27462	NA	NA	NA
CHEBI:27466	NA	NA	NA
CHEBI:27467	NA	NA	NA
CHEBI:27468	93556	standardized	44131
CHEBI:27470	6037	standardized	3073,758158
CHEBI:27478	8550	standardized	72138
CHEBI:27484	NA	NA	NA
CHEBI:27485	NA	NA	NA
CHEBI:27491	NA	NA	NA
CHEBI:27496	5216	standardized	25999
CHEBI:27499	NA	NA	NA
CHEBI:27505	NA	NA	NA
CHEBI:27506	NA	NA	NA
CHEBI:27509	90454	standardized	6176
CHEBI:27510	5281426	standardized	19790,019790
CHEBI:27514	5281377	standardized	5112
CHEBI:27515	NA	NA	NA
CHEBI:27527	NA	NA	NA
CHEBI:27537	NA	NA	NA
CHEBI:27539	7054	standardized	9262
CHEBI:27540	NA	NA	NA
CHEBI:27555	NA	NA	NA
CHEBI:27561	NA	NA	NA
CHEBI:27562	NA	NA	NA
CHEBI:27565	4649	standardized	2083
CHEBI:27568	NA	NA	NA
CHEBI:27570	773	standardized	773,137773,620356
CHEBI:27571	NA	NA	NA
CHEBI:27574	NA	NA	NA
CHEBI:27575	NA	NA	NA
CHEBI:27576	252379	standardized	74233
CHEBI:27584	5839	standardized	73856
CHEBI:27585	15103	standardized	172801,724226
CHEBI:27593	NA	NA	NA
CHEBI:27596	NA	NA	NA
CHEBI:27607	6989	standardized	11215,47821,49142
CHEBI:27608	NA	NA	NA
CHEBI:27609	NA	NA	NA
CHEBI:27612	10006	standardized	9226
CHEBI:27613	34751	standardized	15780
CHEBI:27617	441145	standardized	343257
CHEBI:2761	16682940	standardized	NA
CHEBI:2761	962	component	147337
CHEBI:2761	5462222	component	NA
CHEBI:2761	16682941	component	NA
CHEBI:27622	NA	NA	NA
CHEBI:27624	NA	NA	NA
CHEBI:27637	NA	NA	NA
CHEBI:27638	NA	NA	NA
CHEBI:27641	6197	standardized	185,758187
CHEBI:27647	NA	NA	NA
CHEBI:27648	NA	NA	NA
CHEBI:27650	NA	NA	NA
CHEBI:27656	24360	standardized	94600
CHEBI:27657	NA	NA	NA
CHEBI:27662	2342	standardized	108159,64375,169193
CHEBI:27666	457193	standardized	3053
CHEBI:27668	NA	NA	NA
CHEBI:2766	457964	standardized	234714,351140
CHEBI:27683	NA	NA	NA
CHEBI:27688	NA	NA	NA
CHEBI:27689	4678093	standardized	NA
CHEBI:27689	2969	component	5025
CHEBI:27690	1986	standardized	145177,755854
CHEBI:27691	NA	NA	NA
CHEBI:27692	NA	NA	NA
CHEBI:27693	222284	standardized	8096,49083,18173
CHEBI:27704	97536	standardized	131114
CHEBI:27718	NA	NA	NA
CHEBI:27721	NA	NA	NA
CHEBI:27731	NA	NA	NA
CHEBI:27732	2519	standardized	5036,755917
CHEBI:27747	9085	standardized	27429
CHEBI:27748	NA	NA	NA
CHEBI:27749	NA	NA	NA
CHEBI:27750	8857	standardized	70930
CHEBI:27752	NA	NA	NA
CHEBI:27754	NA	NA	NA
CHEBI:27757	16323	standardized	37066
CHEBI:27760	NA	NA	NA
CHEBI:27761	NA	NA	NA
CHEBI:27762	NA	NA	NA
CHEBI:27770	NA	NA	NA
CHEBI:27771	NA	NA	NA
CHEBI:27775	NA	NA	NA
CHEBI:27777	1990	standardized	176136,5073,755855
CHEBI:27779	441140	standardized	34533,755822
CHEBI:2777	NA	NA	NA
CHEBI:27780	NA	NA	NA
CHEBI:27781	NA	NA	NA
CHEBI:27783	NA	NA	NA
CHEBI:27786	70678542	standardized	NA
CHEBI:27786	962	component	147337
CHEBI:27786	104730	component	NA
CHEBI:27786	6713940	component	NA
CHEBI:27791	NA	NA	NA
CHEBI:27808	NA	NA	NA
CHEBI:27809	NA	NA	NA
CHEBI:27810	5054	standardized	1571,757310
CHEBI:27812	NA	NA	NA
CHEBI:27820	5280880	standardized	165561
CHEBI:27821	NA	NA	NA
CHEBI:27823	1826	standardized	90432
CHEBI:27824	NA	NA	NA
CHEBI:27825	5280682	standardized	691652
CHEBI:27826	NA	NA	NA
CHEBI:27827	9395	standardized	404110
CHEBI:27832	NA	NA	NA
CHEBI:27834	NA	NA	NA
CHEBI:27838	NA	NA	NA
CHEBI:27841	6294	standardized	8941
CHEBI:27847	439744	standardized	210787
CHEBI:27849	6101	standardized	167068,2167
CHEBI:27852	NA	NA	NA
CHEBI:278547	33557	standardized	3072
CHEBI:278547	33558	component	NA
CHEBI:278547	5360545	component	NA
CHEBI:27859	NA	NA	NA
CHEBI:27868	NA	NA	NA
CHEBI:27869	300	standardized	142,42970
CHEBI:2786	NA	NA	NA
CHEBI:27870	NA	NA	NA
CHEBI:27871	NA	NA	NA
CHEBI:27874	NA	NA	NA
CHEBI:27878	NA	NA	NA
CHEBI:27881	445154	standardized	327430
CHEBI:27882	6167	standardized	757,756702
CHEBI:27889	NA	NA	NA
CHEBI:2788	2216	standardized	51763
CHEBI:27891	NA	NA	NA
CHEBI:2789	51763	standardized	NA
CHEBI:2789	313	component	77365
CHEBI:2789	2216	component	51763
CHEBI:27902	54675776	standardized	108579
CHEBI:27903	1480	standardized	430
CHEBI:27910	NA	NA	NA
CHEBI:27916	638276	standardized	18939,170284
CHEBI:2791	6464	standardized	120769
CHEBI:27923	NA	NA	NA
CHEBI:27928	991	standardized	8933
CHEBI:27931	NA	NA	NA
CHEBI:27932	NA	NA	NA
CHEBI:27938	NA	NA	NA
CHEBI:27943	5353656	standardized	72293
CHEBI:27951	NA	NA	NA
CHEBI:27953	5983	standardized	30782
CHEBI:27956	NA	NA	NA
CHEBI:27957	8299	standardized	102497
CHEBI:27958	NA	NA	NA
CHEBI:27960	NA	NA	NA
CHEBI:27967	94141	standardized	12167,17102
CHEBI:27969	NA	NA	NA
CHEBI:27971	6119	standardized	16590
CHEBI:27974	5756	standardized	12169
CHEBI:27976	NA	NA	NA
CHEBI:27978	NA	NA	NA
CHEBI:27979	NA	NA	NA
CHEBI:27985	NA	NA	NA
CHEBI:27989	NA	NA	NA
CHEBI:27997	637517	standardized	26988
CHEBI:27999	5505	standardized	23813,757354
CHEBI:28001	NA	NA	NA
CHEBI:28002	NA	NA	NA
CHEBI:28003	NA	NA	NA
CHEBI:28009	24139	standardized	400525,524344
CHEBI:28013	NA	NA	NA
CHEBI:28017	NA	NA	NA
CHEBI:28031	NA	NA	NA
CHEBI:28034	NA	NA	NA
CHEBI:28037	NA	NA	NA
CHEBI:28038	NA	NA	NA
CHEBI:28043	247020	standardized	60793
CHEBI:28047	NA	NA	NA
CHEBI:28049	NA	NA	NA
CHEBI:28052	1989	standardized	759128
CHEBI:28053	NA	NA	NA
CHEBI:28058	NA	NA	NA
CHEBI:28061	NA	NA	NA
CHEBI:28063	7237	standardized	60920
CHEBI:28067	NA	NA	NA
CHEBI:28070	NA	NA	NA
CHEBI:28077	5381226	standardized	113926
CHEBI:28078	4684	standardized	2877,757263
CHEBI:28087	NA	NA	NA
CHEBI:28088	5280961	standardized	36586
CHEBI:28092	NA	NA	NA
CHEBI:28094	8259	standardized	66407
CHEBI:28095	NA	NA	NA
CHEBI:28096	NA	NA	NA
CHEBI:28097	7964	standardized	8433
CHEBI:28099	NA	NA	NA
CHEBI:28102	NA	NA	NA
CHEBI:28104	NA	NA	NA
CHEBI:28111	NA	NA	NA
CHEBI:28113	NA	NA	NA
CHEBI:28115	NA	NA	NA
CHEBI:28119	NA	NA	NA
CHEBI:28121	NA	NA	NA
CHEBI:28123	8113	standardized	4959
CHEBI:28125	NA	NA	NA
CHEBI:28130	NA	NA	NA
CHEBI:28135	NA	NA	NA
CHEBI:2813	10355	standardized	76017
CHEBI:28142	2707	standardized	3210
CHEBI:28145	568	standardized	1245
CHEBI:28148	56927674	standardized	NA
CHEBI:28148	962	component	147337
CHEBI:28148	5360545	component	NA
CHEBI:28148	56927675	component	NA
CHEBI:2814	2230	standardized	56321
CHEBI:28158	NA	NA	NA
CHEBI:28164	108109	standardized	148940
CHEBI:28171	144	standardized	92523
CHEBI:28172	5280951	standardized	407285
CHEBI:28175	NA	NA	NA
CHEBI:28177	2153	standardized	2066,757346
CHEBI:28179	2331	standardized	3114
CHEBI:28181	NA	NA	NA
CHEBI:28189	NA	NA	NA
CHEBI:28195	5880	standardized	50908
CHEBI:28201	6758	standardized	26258,8505
CHEBI:28209	NA	NA	NA
CHEBI:28216	409301	standardized	19998
CHEBI:28217	7855	standardized	6362,7763
CHEBI:28230	72281	standardized	57654
CHEBI:28235	NA	NA	NA
CHEBI:28241	4680	standardized	136630,35443
CHEBI:28247	101788	standardized	15469
CHEBI:28259	NA	NA	NA
CHEBI:2825	2236	standardized	11926,50413
CHEBI:28260	NA	NA	NA
CHEBI:28261	NA	NA	NA
CHEBI:28262	679	standardized	763,760436
CHEBI:28264	NA	NA	NA
CHEBI:28266	6853	standardized	6787
CHEBI:28273	NA	NA	NA
CHEBI:28276	NA	NA	NA
CHEBI:28277	115196	standardized	325306
CHEBI:28279	5778	standardized	20105
CHEBI:28287	NA	NA	NA
CHEBI:28291	NA	NA	NA
CHEBI:28300	738	standardized	27421,97925
CHEBI:28304	NA	NA	NA
CHEBI:28306	NA	NA	NA
CHEBI:28313	NA	NA	NA
CHEBI:28315	4644	standardized	76239
CHEBI:28319	NA	NA	NA
CHEBI:28320	5864	standardized	57431
CHEBI:28324	440707	standardized	18317
CHEBI:28325	NA	NA	NA
CHEBI:28335	67532	standardized	210786
CHEBI:28339	NA	NA	NA
CHEBI:28349	NA	NA	NA
CHEBI:28364	NA	NA	NA
CHEBI:28365	NA	NA	NA
CHEBI:28371	NA	NA	NA
CHEBI:28376	NA	NA	NA
CHEBI:28379	NA	NA	NA
CHEBI:28380	NA	NA	NA
CHEBI:28386	NA	NA	NA
CHEBI:28387	NA	NA	NA
CHEBI:28391	NA	NA	NA
CHEBI:28396	NA	NA	NA
CHEBI:28400	NA	NA	NA
CHEBI:28401	439174	standardized	524344,400525
CHEBI:28404	NA	NA	NA
CHEBI:28411	65036	standardized	707388
CHEBI:28412	NA	NA	NA
CHEBI:28413	NA	NA	NA
CHEBI:28420	1730	standardized	32866
CHEBI:28421	68271	standardized	267073
CHEBI:28422	NA	NA	NA
CHEBI:28424	NA	NA	NA
CHEBI:28427	NA	NA	NA
CHEBI:28428	727	standardized	11808,7909,8093,11807,755895
CHEBI:28432	NA	NA	NA
CHEBI:28442	NA	NA	NA
CHEBI:28445	5978	standardized	67574
CHEBI:28450	NA	NA	NA
CHEBI:28452	NA	NA	NA
CHEBI:28460	NA	NA	NA
CHEBI:28462	NA	NA	NA
CHEBI:28471	NA	NA	NA
CHEBI:28475	NA	NA	NA
CHEBI:28477	NA	NA	NA
CHEBI:28478	11970	standardized	62000
CHEBI:28481	NA	NA	NA
CHEBI:28483	69602	standardized	66356
CHEBI:28487	5770	standardized	59272,237659,757309
CHEBI:28488	7929	standardized	61769
CHEBI:28489	NA	NA	NA
CHEBI:28493	NA	NA	NA
CHEBI:28494	NA	NA	NA
CHEBI:28497	NA	NA	NA
CHEBI:28498	17513	standardized	105823
CHEBI:28499	5280863	standardized	407289,656277
CHEBI:28502	5504	standardized	35110
CHEBI:28507	NA	NA	NA
CHEBI:28508	70949	standardized	72387
CHEBI:28509	NA	NA	NA
CHEBI:28516	NA	NA	NA
CHEBI:28518	NA	NA	NA
CHEBI:28520	7271	standardized	2266
CHEBI:28527	5280805	standardized	9220
CHEBI:28528	NA	NA	NA
CHEBI:2852	NA	NA	NA
CHEBI:28531	NA	NA	NA
CHEBI:28533	NA	NA	NA
CHEBI:28534	NA	NA	NA
CHEBI:2853	NA	NA	NA
CHEBI:28540	NA	NA	NA
CHEBI:28541	NA	NA	NA
CHEBI:28542	NA	NA	NA
CHEBI:28544	441207	standardized	7529
CHEBI:28545	3000706	standardized	122023
CHEBI:28547	NA	NA	NA
CHEBI:28553	15104	standardized	172800
CHEBI:28568	4837	standardized	474,757283
CHEBI:28572	5280954	standardized	15628
CHEBI:28574	NA	NA	NA
CHEBI:28580	NA	NA	NA
CHEBI:28584	NA	NA	NA
CHEBI:28591	460	standardized	3815,760376
CHEBI:28593	NA	NA	NA
CHEBI:28600	445070	standardized	60597
CHEBI:28602	NA	NA	NA
CHEBI:28604	NA	NA	NA
CHEBI:28607	NA	NA	NA
CHEBI:28613	NA	NA	NA
CHEBI:28618	4685	standardized	36935
CHEBI:28619	6579	standardized	7785,116573,116574,116575,118185
CHEBI:28623	173183	standardized	224330
CHEBI:28624	NA	NA	NA
CHEBI:28632	NA	NA	NA
CHEBI:28640	NA	NA	NA
CHEBI:28645	439709	standardized	760385
CHEBI:28646	12583	standardized	9778
CHEBI:28648	NA	NA	NA
CHEBI:28651	NA	NA	NA
CHEBI:28654	NA	NA	NA
CHEBI:28661	NA	NA	NA
CHEBI:28666	NA	NA	NA
CHEBI:28669	NA	NA	NA
CHEBI:28673	NA	NA	NA
CHEBI:28675	NA	NA	NA
CHEBI:28676	NA	NA	NA
CHEBI:28680	6253	standardized	287459
CHEBI:28681	NA	NA	NA
CHEBI:28689	5881	standardized	9896
CHEBI:28691	NA	NA	NA
CHEBI:28692	NA	NA	NA
CHEBI:28694	NA	NA	NA
CHEBI:28697	NA	NA	NA
CHEBI:28701	NA	NA	NA
CHEBI:28706	NA	NA	NA
CHEBI:28711	NA	NA	NA
CHEBI:28714	21157	standardized	326231,381100
CHEBI:28715	NA	NA	NA
CHEBI:28716	445638	standardized	277452
CHEBI:28726	NA	NA	NA
CHEBI:28728	NA	NA	NA
CHEBI:28738	6896	standardized	7098
CHEBI:28741	5235	standardized	77385
CHEBI:28741	14917	component	750679
CHEBI:28741	5360545	component	NA
CHEBI:28743	NA	NA	NA
CHEBI:28744	247304	standardized	61711
CHEBI:28747	1018	standardized	171,21209
CHEBI:28748	31703	standardized	123127
CHEBI:28750	91451	standardized	63853
CHEBI:28753	NA	NA	NA
CHEBI:28755	6914	standardized	2165
CHEBI:28757	NA	NA	NA
CHEBI:28766	NA	NA	NA
CHEBI:28770	NA	NA	NA
CHEBI:28774	NA	NA	NA
CHEBI:28775	10621	standardized	44184
CHEBI:28777	NA	NA	NA
CHEBI:2877	134601	standardized	758953
CHEBI:28783	3802528	standardized	NA
CHEBI:28783	4971	component	2632,757839
CHEBI:28783	23994	component	NA
CHEBI:28787	NA	NA	NA
CHEBI:28790	NA	NA	NA
CHEBI:28792	5281116	standardized	6814
CHEBI:28794	323	standardized	8774,755852
CHEBI:28797	NA	NA	NA
CHEBI:28800	NA	NA	NA
CHEBI:28803	1055	standardized	83119
CHEBI:28806	NA	NA	NA
CHEBI:28807	NA	NA	NA
CHEBI:28808	NA	NA	NA
CHEBI:28811	NA	NA	NA
CHEBI:28812	14017	standardized	30076
CHEBI:28813	NA	NA	NA
CHEBI:28814	667639	standardized	365798,622471
CHEBI:28815	NA	NA	NA
CHEBI:28816	NA	NA	NA
CHEBI:28817	8182	standardized	8714
CHEBI:28818	NA	NA	NA
CHEBI:28819	NA	NA	NA
CHEBI:28820	10229	standardized	50554
CHEBI:28821	638024	standardized	21727,242267,757803
CHEBI:28823	NA	NA	NA
CHEBI:28830	2708	standardized	3088,756674
CHEBI:28831	1031	standardized	30300
CHEBI:28833	6466	standardized	14190,19450
CHEBI:28834	222528	standardized	8797
CHEBI:28837	379	standardized	5024
CHEBI:28838	NA	NA	NA
CHEBI:28839	NA	NA	NA
CHEBI:2883	NA	NA	NA
CHEBI:28842	5281	standardized	25956,261168
CHEBI:28843	NA	NA	NA
CHEBI:28845	NA	NA	NA
CHEBI:28846	NA	NA	NA
CHEBI:28847	NA	NA	NA
CHEBI:28850	NA	NA	NA
CHEBI:28851	995	standardized	26256
CHEBI:28853	68079	standardized	401288,217988
CHEBI:28858	NA	NA	NA
CHEBI:28862	NA	NA	NA
CHEBI:28863	10251	standardized	50393
CHEBI:28865	6675	standardized	25505
CHEBI:28866	NA	NA	NA
CHEBI:28867	NA	NA	NA
CHEBI:28868	NA	NA	NA
CHEBI:28869	4055	standardized	4170,758200
CHEBI:28874	NA	NA	NA
CHEBI:28875	11005	standardized	5028
CHEBI:28878	8193	standardized	3724
CHEBI:28879	NA	NA	NA
CHEBI:28885	263	standardized	62782
CHEBI:28888	NA	NA	NA
CHEBI:28889	NA	NA	NA
CHEBI:28895	NA	NA	NA
CHEBI:28898	NA	NA	NA
CHEBI:28901	2478	standardized	750,755916
CHEBI:28903	8174	standardized	406313
CHEBI:28909	NA	NA	NA
CHEBI:28911	NA	NA	NA
CHEBI:28912	NA	NA	NA
CHEBI:28914	NA	NA	NA
CHEBI:28918	5816	standardized	62786
CHEBI:28924	11568	standardized	1546
CHEBI:28934	5280793	standardized	62792
CHEBI:28935	NA	NA	NA
CHEBI:28936	NA	NA	NA
CHEBI:28938	NA	NA	NA
CHEBI:28939	12035	standardized	111180
CHEBI:28940	5280795	standardized	375571
CHEBI:28946	5429	standardized	5039,757407
CHEBI:28952	92810	standardized	18319
CHEBI:28955	66414	standardized	659853
CHEBI:28956	NA	NA	NA
CHEBI:28960	287955	standardized	508744
CHEBI:28967	643775	standardized	508744
CHEBI:28969	6089	standardized	63795
CHEBI:2896	2247	standardized	329963,759570
CHEBI:28971	6249	standardized	528986
CHEBI:28973	441071	standardized	5365
CHEBI:28976	767	standardized	134031,156204
CHEBI:28984	NA	NA	NA
CHEBI:28997	NA	NA	NA
CHEBI:29002	NA	NA	NA
CHEBI:29005	8078	standardized	406835
CHEBI:29006	NA	NA	NA
CHEBI:29007	NA	NA	NA
CHEBI:29009	3614	standardized	66736
CHEBI:29013	3000226	standardized	56192
CHEBI:29014	6303	standardized	401022,627047
CHEBI:29017	NA	NA	NA
CHEBI:29019	8158	standardized	62787
CHEBI:29021	8058	standardized	68472
CHEBI:29025	NA	NA	NA
CHEBI:29032	NA	NA	NA
CHEBI:29033	NA	NA	NA
CHEBI:29034	NA	NA	NA
CHEBI:29035	NA	NA	NA
CHEBI:29036	NA	NA	NA
CHEBI:29042	NA	NA	NA
CHEBI:29044	NA	NA	NA
CHEBI:2904	2249	standardized	757832
CHEBI:29052	NA	NA	NA
CHEBI:29055	NA	NA	NA
CHEBI:29063	440473	standardized	69188
CHEBI:29067	NA	NA	NA
CHEBI:29073	54670067	standardized	33832
CHEBI:29089	NA	NA	NA
CHEBI:29101	NA	NA	NA
CHEBI:29103	NA	NA	NA
CHEBI:29105	NA	NA	NA
CHEBI:29107	NA	NA	NA
CHEBI:29108	NA	NA	NA
CHEBI:2910	NA	NA	NA
CHEBI:29117	17209	standardized	75560
CHEBI:29119	NA	NA	NA
CHEBI:2911	656846	standardized	NA
CHEBI:2911	962	component	147337
CHEBI:2911	60823	component	NA
CHEBI:2911	5460341	component	NA
CHEBI:29120	NA	NA	NA
CHEBI:29122	NA	NA	NA
CHEBI:29126	NA	NA	NA
CHEBI:29132	NA	NA	NA
CHEBI:291342	124087	standardized	675447,759824
CHEBI:29136	12753	standardized	18250
CHEBI:29140	NA	NA	NA
CHEBI:2914	NA	NA	NA
CHEBI:29157	NA	NA	NA
CHEBI:2915	47320	standardized	760047
CHEBI:2915	7371	component	NA
CHEBI:2915	47319	component	NA
CHEBI:29166	NA	NA	NA
CHEBI:29167	NA	NA	NA
CHEBI:29168	NA	NA	NA
CHEBI:29169	NA	NA	NA
CHEBI:29170	NA	NA	NA
CHEBI:29171	NA	NA	NA
CHEBI:29172	NA	NA	NA
CHEBI:29173	NA	NA	NA
CHEBI:29174	NA	NA	NA
CHEBI:29175	NA	NA	NA
CHEBI:29176	NA	NA	NA
CHEBI:29177	NA	NA	NA
CHEBI:29178	NA	NA	NA
CHEBI:29179	NA	NA	NA
CHEBI:29180	NA	NA	NA
CHEBI:29181	NA	NA	NA
CHEBI:29182	NA	NA	NA
CHEBI:29183	NA	NA	NA
CHEBI:29184	NA	NA	NA
CHEBI:29185	NA	NA	NA
CHEBI:29186	NA	NA	NA
CHEBI:291902	NA	NA	NA
CHEBI:29191	NA	NA	NA
CHEBI:29195	NA	NA	NA
CHEBI:29228	14917	standardized	750679
CHEBI:2922	NA	NA	NA
CHEBI:29242	NA	NA	NA
CHEBI:29256	NA	NA	NA
CHEBI:29264	NA	NA	NA
CHEBI:29269	NA	NA	NA
CHEBI:2930	NA	NA	NA
CHEBI:29365	NA	NA	NA
CHEBI:29390	NA	NA	NA
CHEBI:2946	NA	NA	NA
CHEBI:29478	NA	NA	NA
CHEBI:2947	5281066	standardized	NA
CHEBI:2947	19861	component	NA
CHEBI:2947	444266	component	25940
CHEBI:2948	2265	standardized	39084,57,755900
CHEBI:2950	NA	NA	NA
CHEBI:2951	54360	standardized	758971
CHEBI:2951	313	component	77365
CHEBI:2951	2267	component	NA
CHEBI:2952	656406	standardized	617999
CHEBI:2953	NA	NA	NA
CHEBI:2955	447043	standardized	643732
CHEBI:29579	447865	standardized	703147,721085
CHEBI:29582	NA	NA	NA
CHEBI:295975	NA	NA	NA
CHEBI:29623	NA	NA	NA
CHEBI:29643	NA	NA	NA
CHEBI:29655	NA	NA	NA
CHEBI:2965	NA	NA	NA
CHEBI:29678	NA	NA	NA
CHEBI:29679	NA	NA	NA
CHEBI:29688	NA	NA	NA
CHEBI:29693	NA	NA	NA
CHEBI:29699	56927680	standardized	NA
CHEBI:29699	962	component	147337
CHEBI:29699	56927681	component	NA
CHEBI:29714	NA	NA	NA
CHEBI:2972	2284	standardized	329137,755906
CHEBI:29742	NA	NA	NA
CHEBI:29744	5460318	standardized	NA
CHEBI:29744	9903	component	683770,657956
CHEBI:29746	NA	NA	NA
CHEBI:29747	5460314	standardized	NA
CHEBI:29747	221493	component	6135
CHEBI:29748	NA	NA	NA
CHEBI:29750	803	standardized	88874
CHEBI:29805	5460308	standardized	NA
CHEBI:29805	757	component	166
CHEBI:29806	5460307	standardized	NA
CHEBI:29806	444972	component	2752,760395
CHEBI:29851	7365	standardized	15566
CHEBI:29861	9142	standardized	6512
CHEBI:29865	2336	standardized	21914
CHEBI:29866	NA	NA	NA
CHEBI:29888	1023	standardized	289196
CHEBI:29919	5047209	standardized	NA
CHEBI:29919	402	component	403664
CHEBI:29959	5460301	standardized	NA
CHEBI:29959	1066	component	13127,18836,403247
CHEBI:29985	5460299	standardized	NA
CHEBI:29985	33032	component	143503
CHEBI:29987	5128032	standardized	NA
CHEBI:29987	611	component	9967,206301,620337,77686,143503
CHEBI:2998	NA	NA	NA
CHEBI:29990	5460295	standardized	NA
CHEBI:29990	83887	component	97922
CHEBI:29991	5460294	standardized	NA
CHEBI:29991	5960	component	3973
CHEBI:29995	4519554	standardized	NA
CHEBI:29995	424	component	3973,79553,620336,141379,97922
CHEBI:3001	NA	NA	NA
CHEBI:30021	105024	standardized	760370
CHEBI:3002	NA	NA	NA
CHEBI:30031	160419	standardized	NA
CHEBI:30031	1110	component	106449,25949
CHEBI:30045	NA	NA	NA
CHEBI:30089	175	standardized	NA
CHEBI:30089	176	component	132953,406306
CHEBI:30096	NA	NA	NA
CHEBI:30109	NA	NA	NA
CHEBI:30111	NA	NA	NA
CHEBI:3011	NA	NA	NA
CHEBI:3012	5362123	standardized	758920
CHEBI:3012	313	component	77365
CHEBI:3012	5362124	component	NA
CHEBI:3013	2315	standardized	758229
CHEBI:3014	NA	NA	NA
CHEBI:30154	92745	standardized	82868
CHEBI:3015	28780	standardized	263489
CHEBI:30164	NA	NA	NA
CHEBI:3017	NA	NA	NA
CHEBI:3020	15865	standardized	NA
CHEBI:3020	313	component	77365
CHEBI:3020	7681	component	5342
CHEBI:3023	2333	standardized	85433,759281
CHEBI:30245	5460332	standardized	NA
CHEBI:30245	5280450	component	281243
CHEBI:30249	NA	NA	NA
CHEBI:30263	NA	NA	NA
CHEBI:30270	NA	NA	NA
CHEBI:30297	6398618	standardized	NA
CHEBI:30297	962	component	147337
CHEBI:30297	5354495	component	NA
CHEBI:30313	5460326	standardized	NA
CHEBI:30313	864	component	90788,628502,758651
CHEBI:30314	NA	NA	NA
CHEBI:30316	NA	NA	NA
CHEBI:3032	7699	standardized	760128
CHEBI:30336	NA	NA	NA
CHEBI:30348	78479	standardized	19173
CHEBI:30408	NA	NA	NA
CHEBI:30413	NA	NA	NA
CHEBI:3044	NA	NA	NA
CHEBI:30473	6327657	standardized	113243
CHEBI:30473	962	component	147337
CHEBI:30473	5357402	component	NA
CHEBI:30477	NA	NA	NA
CHEBI:3047	2343	standardized	755902
CHEBI:3048	NA	NA	NA
CHEBI:3049	45266503	standardized	NA
CHEBI:3049	6395	component	3718,166292
CHEBI:3049	1201549	component	NA
CHEBI:30514	NA	NA	NA
CHEBI:30563	NA	NA	NA
CHEBI:30566	5460232	standardized	NA
CHEBI:30566	119	component	27418,32044,45460,51295,757426
CHEBI:30614	NA	NA	NA
CHEBI:30616	NA	NA	NA
CHEBI:3061	NA	NA	NA
CHEBI:30621	518605	standardized	759274
CHEBI:30627	14802	standardized	215191
CHEBI:30633	NA	NA	NA
CHEBI:3063	275182	standardized	369310,121842
CHEBI:30659	NA	NA	NA
CHEBI:30669	74267	standardized	76285
CHEBI:30682	NA	NA	NA
CHEBI:30703	5245480	standardized	NA
CHEBI:30703	402	component	403664
CHEBI:30703	14823	component	NA
CHEBI:3070	NA	NA	NA
CHEBI:30725	NA	NA	NA
CHEBI:30742	174	standardized	93876,32853,32854,57859,152324,152325,155081
CHEBI:30744	970	standardized	77688
CHEBI:30745	999	standardized	125718,139637
CHEBI:30746	243	standardized	149,7918,758203
CHEBI:30751	NA	NA	NA
CHEBI:30753	978	standardized	7627
CHEBI:30754	227	standardized	144,3937,40929,173996
CHEBI:30763	135	standardized	4961
CHEBI:30768	NA	NA	NA
CHEBI:30769	311	standardized	30279,626579,759606
CHEBI:30772	264	standardized	8415
CHEBI:30776	8892	standardized	8266
CHEBI:30778	370	standardized	20103,674319,36997,755825
CHEBI:3077	9782	standardized	39470
CHEBI:3078	65478	standardized	90616
